Differences
-0.34078002
-0.12030229
-0.1571047
0.03218496
-0.12684602
-0.077359736
-0.09760392
-0.26862305
-0.2559452
-0.16821617
-0.034776002
-0.13657704
-0.09642491
-0.0745987
-0.13238937
-0.21514806
-0.24244279
-0.10595453
-0.2803194
-0.21066138
-0.15852565
-0.25221264
-0.1702708
-0.14090946
-0.10027826
-0.11048609
-0.11669159
-0.0948374
-0.13517666
-0.054724306
-0.08178711
-0.21677369
-0.21947321
-0.10766667
-0.077663094
0.023128182
-0.24487022
-0.10778725
-0.13271916
-0.1314373
-0.24507648
-0.062433958
-0.10762894
-0.11377823
0.04927647
-0.13870278
-0.07937676
0.03721428
-0.12863213
-0.15723866
-0.12474355
-0.18133885
-0.280959
-0.075205594
-0.12430042
-0.1146743
-0.19637501
-0.11093825
0.033343315
-0.19748968
-0.10774204
-0.18679148
-0.079437405
-0.14249444
-0.09958339
-0.1686795
-0.072898954
-0.117150605
-0.083635986
-0.12552461
-0.040139586
-0.124878734
-0.104717225
-0.027153969
-0.23756626
0.29854584
0.29764906
0.117195755
0.13271916
0.03904262
0.10301161
0.03980437
0.10369089
0.12336141
0.132528
0.14173561
0.13514298
0.12498388
0.053872347
0.13603047
0.1253143
0.1161347
0.014006674
0.11504319
0.14523649
0.13574594
0.132052
0.15373209
0.12881222
0.07696542
0.19597885
0.005157411
0.10868457
0.04915473
0.12726638
0.12543446
0.18332112
0.10919723
0.1393911
0.13550249
0.12011427
0.14001197
0.113981545
0.09146428
0.14122352
0.12740147
0.13137728
0.13113737
0.06802523
0.14874482
0.047510624
0.09678769
0.10784015
0.11176711
0.112166405
0.14643118
0.18874201
0.1493192
0.101441264
0.23326749
0.13721713
0.09870699
0.1449526
0.33756456
0.013091236
0.13317633
0.15439495
0.13447255
0.104762465
0.2852575
0.106633425
0.2888908
0.051069617
0.17792603
0.31294152
0.13199204
0.13090491
0.120572954
0.083348066
0.13819394
0.125074
0.12474728
0.12823448
0.10879013
0.12796438
0.13020745
-0.012242645
0.12817442
0.11989623
0.12825698
0.20963317
0.13603798
0.2657714
-0.06545803
0.11320585
0.126876
0.15928051
0.042607248
0.15474877
0.1436677
0.10788539
0.117278576
0.13106984
0.14632669
0.13714606
0.13168845
0.146043
0.14213562
0.18921655
0.13951829
0.12442812
0.11962557
0.14413092
0.1270712
0.12432292
0.14170578
0.14013913
0.17449957
0.13814151
0.05548489
0.1979149
0.1609568
0.09423256
0.1493938
0.11739141
0.07414347
0.15559381
0.10826233
0.13110736
0.15722004
0.14905444
0.099024326
0.107003
0.12688348
0.14029434
0.097150445
0.06606579
0.106784254
0.17161322
0.08923951
0.11459145
0.24665698
0.16596523
0.11844468
0.11257318
0.12848961
0.22955784
0.12800181
0.14065892
0.094398856
0.17173171
0.051977932
0.23594764
0.18718174
0.1263468
0.1340006
0.10373616
-0.029349506
0.14031115
0.22301051
0.16652536
0.1113753
0.22399622
0.14825985
0.14952058
0.183922
0.13920411
0.11262593
0.057127625
0.14530733
0.12716877
0.1380218
0.11053884
0.124495685
0.1335473
0.102196276
0.13479093
0.20327854
0.32800698
0.121738136
